name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_two
Topsy Turvey,0,0,,0,Whitefield,Bar,Finger Food,900.0
Night Kitchen,0,0,,0,Shivajinagar,Quick Bites,"North Indian, Fast Food, Chinese",600.0
Plunge - Sheraton Grand Bengaluru Whitefield Hotel &...,0,0,,0,Whitefield,Bar,Finger Food,2000.0
Swa-Desh A Family Restaurant,0,0,,0,Koramangala 1st Block,Quick Bites,North Indian,300.0
Mayuri Andhra Mess,0,0,,0,Koramangala 5th Block,Mess,"Andhra, Biryani",300.0
Fog City Cafe,1,0,,0,Indiranagar,Cafe,"Italian, Fast Food, Burger",500.0
Bowls & Combos Co.,1,0,,0,Indiranagar,Delivery,"Chinese, Thai, North Indian",300.0
Timeless EatOut,0,0,,0,Vasanth Nagar,Delivery,South Indian,300.0
Wat-a-Biryani,1,0,,0,Frazer Town,Delivery,Biryani,500.0
Vinod Bar And Restaurant,0,0,,0,Whitefield,Bar,Finger Food,600.0
Visantoe,1,0,,0,Marathahalli,Food Court,"Steak, Continental",500.0
Cakeport,0,0,,0,Magadi Road,Bakery,"Bakery, Desserts",500.0
Swiss Naturals,0,0,,0,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",250.0
Sri Udupi Food Hub,1,0,,0,Domlur,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",500.0
Promac Foods,1,0,,0,Shanti Nagar,"Takeaway, Delivery","North Indian, South Indian",250.0
North Met South,1,1,,0,Sarjapur Road,Casual Dining,"North Indian, South Indian",800.0
MOYASS,0,0,,0,Bannerghatta Road,Casual Dining,"South Indian, Kerala",600.0
Shree Ganesh Fruit Juice Centre,0,0,,0,Indiranagar,"Takeaway, Delivery","Juices, Beverages",100.0
Sethi's,1,0,,0,Sarjapur Road,Delivery,"North Indian, Chinese",600.0
Mudaliar's Kitchen,1,0,,0,Frazer Town,Delivery,South Indian,500.0
Kitchen King,0,0,,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250.0
Cake Bite,0,0,,0,Banashankari,Bakery,Bakery,300.0
Mama's Cuisine,0,0,,0,Bommanahalli,Delivery,"Fast Food, Desserts",200.0
SAATHVIK Cafe Chats,0,0,,0,JP Nagar,Quick Bites,"North Indian, Street Food",250.0
RK Hotel,0,0,,0,Rajajinagar,Quick Bites,"South Indian, Biryani",300.0
Badey Miyan Chote Miyan,1,0,,0,Sarjapur Road,Quick Bites,Biryani,300.0
Cake Paradise,0,0,,0,Malleshwaram,Bakery,Bakery,300.0
Cupcake Bliss,1,0,,0,Whitefield,Bakery,Bakery,250.0
Panwaadi,0,0,,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Paan",100.0
Savera Lassi Shop,1,0,,0,Shivajinagar,Beverage Shop,"Beverages, Juices",100.0
Crazy Pizza,1,0,,0,Brigade Road,"Food Court, Quick Bites","Pizza, Fast Food",400.0
Sugarkiss Bake Studio,0,0,,0,Whitefield,Bakery,Bakery,400.0
Food Express,0,0,,0,Sarjapur Road,Delivery,North Indian,250.0
Navab's,1,0,,0,Sarjapur Road,Delivery,Mughlai,600.0
Indish Flavour,1,0,,0,Jeevan Bhima Nagar,Quick Bites,"North Indian, Chinese, Biryani",450.0
Fresh Kitchen,0,0,,0,HSR,Quick Bites,"North Indian, Chinese",400.0
Punjabi Unplugged,1,0,,0,HSR,Quick Bites,North Indian,500.0
Cream Factory,0,0,,0,Whitefield,Dessert Parlor,Desserts,400.0
Sri Brahmi Kuteera,0,0,,0,JP Nagar,Quick Bites,South Indian,150.0
Kaffee Klatsch,0,0,,0,Malleshwaram,Cafe,Cafe,300.0
Gowdru Hatti Nati Style,0,0,,0,Bannerghatta Road,Quick Bites,"South Indian, Chinese, Biryani",350.0
New Shalimar Hotel,0,0,,0,"ITPL Main Road, Whitefield",Quick Bites,North Indian,300.0
Bombay Kulfi,0,0,,0,Whitefield,Dessert Parlor,"Desserts, Ice Cream",150.0
Creamiester,0,0,,0,Whitefield,Dessert Parlor,"Ice Cream, Desserts",300.0
Kombo King,0,0,,0,Domlur,Delivery,"North Indian, South Indian",300.0
Spicy Tandoor,0,0,,0,Banashankari,Quick Bites,North Indian,150.0
Bombay Kulfis,0,0,,0,Whitefield,Dessert Parlor,Ice Cream,200.0
Hotel S Mom,0,0,,0,Bellandur,Quick Bites,"South Indian, Hyderabadi, Chinese",350.0
Sree Vinayaka Puttukada,0,0,,0,Indiranagar,Quick Bites,"Kerala, South Indian",250.0
Vidya Bakery,0,0,,0,Whitefield,Bakery,"Bakery, Desserts",500.0
Delicious Treat,0,0,,0,Thippasandra,Quick Bites,Fast Food,200.0
Metro Military Hotel,1,0,,0,Shanti Nagar,Quick Bites,"South Indian, Chinese, North Indian",300.0
Me And My Cake,0,0,,0,Whitefield,Bakery,"Bakery, Desserts",500.0
Biryani Treat,0,0,,0,Sarjapur Road,"Takeaway, Delivery",Biryani,400.0
Iyengar's Cakes and Cookies,0,0,,0,Bannerghatta Road,Bakery,Bakery,200.0
Aysha Restaurant,0,0,,0,Jeevan Bhima Nagar,Quick Bites,"North Indian, Chinese",200.0
4671 Indian Coastal Cuisine,0,0,,0,Bannerghatta Road,Food Court,"Seafood, Mangalorean, Kerala",600.0
SipMeal,0,0,,0,Indiranagar,Delivery,"Healthy Food, Beverages",300.0
Kedia's Fun Food,0,0,,0,Bannerghatta Road,Quick Bites,"North Indian, Street Food, Juices",200.0
Desi Bites,0,0,,0,Thippasandra,Quick Bites,North Indian,200.0
Old Kavery Bakery & Sweets,0,0,,0,Whitefield,Sweet Shop,"Mithai, Desserts",100.0
Daily Bread,0,0,,0,Whitefield,Bakery,"Bakery, Fast Food, Italian",600.0
The Cake Shop,0,0,,0,Whitefield,Bakery,Bakery,700.0
TeaChaTe Express,0,0,,0,JP Nagar,Quick Bites,"Fast Food, Tea",150.0
New Jodhpur Sweets and Savouries,0,0,,0,Whitefield,Sweet Shop,"Mithai, Desserts",300.0
Baker's Treat,0,0,,0,Koramangala 7th Block,"Bakery, Dessert Parlor","Bakery, Desserts",350.0
Amber Rush Express,1,0,,0,Residency Road,Delivery,"Italian, Continental, Chinese",600.0
Richbite Catering,0,0,,0,Bommanahalli,Delivery,Andhra,300.0
Vishal Foods,1,0,,0,Bellandur,Quick Bites,Fast Food,300.0
Kings Kitchen,0,0,,0,Domlur,Delivery,"Biryani, North Indian",500.0
Biryani Point,0,0,,0,Domlur,Quick Bites,Biryani,300.0
Rich Bowl,1,0,,0,Thippasandra,Quick Bites,"North Indian, Chinese, Seafood, Rolls",450.0
YummTumm,0,0,,0,Whitefield,Bakery,Bakery,250.0
Bake Feast,0,0,,0,Bannerghatta Road,Bakery,Bakery,300.0
Cake Point,0,0,,0,Whitefield,Bakery,"Bakery, Desserts",500.0
Robin Brown Ice Cream,1,0,,0,Frazer Town,Dessert Parlor,Desserts,250.0
Mounika Andhra Mess,0,0,,0,CV Raman Nagar,Mess,"South Indian, Biryani",400.0
Om Sri Vinayaka Chats,0,0,,0,Banashankari,"Takeaway, Delivery","Street Food, Fast Food",500.0
Fresh Bowl,0,0,,0,Indiranagar,Delivery,"Burger, Chinese, Fast Food, Pizza, Sandwich",400.0
Juice And Joy,0,0,,0,Jayanagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",150.0
St. Mary's Cafe,0,0,,0,Thippasandra,"Takeaway, Delivery","Cafe, Chinese, South Indian",150.0
Malabar Cafe,0,0,,0,Indiranagar,Quick Bites,"Kerala, South Indian",350.0
Chill Out,0,0,,0,Banashankari,Quick Bites,"South Indian, Chinese",100.0
ChowChow Pandas,0,0,,0,East Bangalore,Delivery,"Bakery, Desserts",400.0
Sri Aadhya,0,0,,0,Indiranagar,"Takeaway, Delivery",South Indian,200.0
Dharwad Line Bazaar Mishra Pedha,0,0,,0,Banashankari,Dessert Parlor,Mithai,150.0
Chawla's 2 Online.com,1,0,,0,Sarjapur Road,Delivery,North Indian,800.0
The Shed,0,0,,0,Sarjapur Road,Cafe,"Cafe, Fast Food",400.0
Kitchen Boy,0,0,,0,Sarjapur Road,"Takeaway, Delivery","North Indian, Fast Food",300.0
Gravy Train,0,0,,0,Indiranagar,Delivery,South Indian,600.0
Sunsadm,0,0,,0,Banashankari,"Takeaway, Delivery",South Indian,400.0
Annapooraneshwari Mess,0,0,,0,Banashankari,Mess,South Indian,200.0
Cold Fusion,1,0,,0,Whitefield,Dessert Parlor,"Ice Cream, Beverages, Desserts",300.0
Zaika of North,0,0,,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",500.0
9 Tea,0,0,,0,Bannerghatta Road,"Takeaway, Delivery","South Indian, Street Food, Tea",200.0
Copper Cafe & Grill,0,0,,0,HSR,Cafe,"Cafe, North Indian, Continental",500.0
Wellness Cafe,0,0,,0,Bannerghatta Road,Cafe,"Cafe, Healthy Food",400.0
XO Belgian Waffle,0,0,,0,Whitefield,Pop Up,Desserts,500.0
Kolkata Hot Roll,0,0,,0,Indiranagar,Kiosk,"North Indian, Rolls",300.0
Sri Gundappa Sweets,0,0,,0,Basaveshwara Nagar,Sweet Shop,Mithai,400.0
Berrylicious,0,0,,0,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Desserts, Bakery",400.0
Belly Doze,0,0,,0,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",600.0
Desi Bites,0,0,,0,CV Raman Nagar,Quick Bites,"North Indian, Chinese, Biryani",400.0
Iyengar Bakery,0,0,,0,Basaveshwara Nagar,Bakery,Bakery,200.0
Hot and Spicy Restaurant,0,0,,0,Bommanahalli,Quick Bites,Chinese,350.0
KC Das,1,0,,0,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0
New Ambur Hot Dum Biryani,0,0,,0,Indiranagar,Quick Bites,Biryani,200.0
Magadh Jalpan,0,0,,0,Bannerghatta Road,"Takeaway, Delivery",Street Food,200.0
Golawala,0,0,,0,Rajajinagar,Dessert Parlor,Desserts,200.0
Guntur's Vandanam Food Zone,0,0,,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",600.0
Bangalore Pizza & Pulse Juice Bar,0,0,,0,Bannerghatta Road,Food Court,"Juices, Pizza",500.0
Cafe Zuppa,1,0,,0,JP Nagar,Cafe,"Cafe, Pizza, Fast Food",450.0
Atithi Food Park,1,0,,0,Marathahalli,Casual Dining,"South Indian, North Indian, Chinese",450.0
Shiv sagar,1,0,,0,Whitefield,"Quick Bites, Food Court","South Indian, Chinese, North Indian",250.0
Goodness! Beverages,0,0,,0,Sarjapur Road,Beverage Shop,Beverages,250.0
Iyengar's Bakery,0,0,,0,JP Nagar,Bakery,"Bakery, Fast Food",600.0
Tandoori Ghar,1,0,,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",400.0
Ambur Hot Dum Biriyani,0,0,,0,Shivajinagar,Quick Bites,Biryani,250.0
Ambur Dum Biryani,0,0,,0,Bellandur,Mess,"Biryani, South Indian",250.0
Banashankari Biriyani,0,0,,0,Rajajinagar,Quick Bites,"Biryani, South Indian",300.0
Dessert Bar,1,0,,0,Whitefield,Dessert Parlor,"Desserts, Fast Food",400.0
"Vindhwashni Bakers, Confectioner & Florist",1,0,,0,Whitefield,Bakery,"Bakery, Desserts",400.0
Home Cooked,0,0,,0,Domlur,Delivery,"North Indian, Biryani, Lucknowi",200.0
Aburrahaman,0,0,,0,Thippasandra,Delivery,"North Indian, South Indian, Chinese",400.0
Me And My Cake,0,0,,0,Banashankari,Delivery,"Bakery, Desserts",500.0
Melting Melodies,1,0,,0,Whitefield,Bakery,"Bakery, Desserts",600.0
Nandhana Mithai,0,0,,0,Rajajinagar,Sweet Shop,"Mithai, Desserts",500.0
The Dessert Destination,0,0,,0,Rajajinagar,Dessert Parlor,Desserts,300.0
"Vindwashini Bakers, Cake and Florist",1,0,,0,Whitefield,"Bakery, Quick Bites","Bakery, Fast Food",200.0
Biriyani Hub,0,0,,0,CV Raman Nagar,Quick Bites,Biryani,200.0
Kadala Mane,0,0,,0,JP Nagar,"Takeaway, Delivery",Seafood,300.0
Sri Banashankari Biryani Kabab Centre,0,0,,0,Bannerghatta Road,Quick Bites,"Biryani, Fast Food",100.0
Dial For Cake,0,0,,0,Whitefield,Bakery,"Bakery, Desserts",500.0
Litti Chokha Junction,0,0,,0,Bellandur,Quick Bites,"Bihari, Chinese",250.0
Bathinda Junction,1,0,,0,Sarjapur Road,Delivery,"North Indian, Mughlai",600.0
Flavored With Love,0,0,,0,Bellandur,"Takeaway, Delivery",Bakery,200.0
Sri Annapoorna Andhra Mess,0,0,,0,Koramangala 5th Block,Mess,Andhra,300.0
Best Biryani,0,0,,0,Bellandur,Quick Bites,"North Indian, Biryani, Desserts",300.0
Tandoor Plaza,0,0,,0,Bannerghatta Road,Casual Dining,North Indian,500.0
Tandoor Dum,0,0,,0,JP Nagar,Casual Dining,North Indian,600.0
Kavitha Bakery,0,0,,0,Rajajinagar,Bakery,Bakery,400.0
Sweetypie,0,0,,0,Rajajinagar,Bakery,Bakery,300.0
Darjeeling Hot Momos,0,0,,0,Koramangala 5th Block,Quick Bites,"Momos, Fast Food",300.0
Desi Streat,1,0,,0,Brigade Road,Food Court,"South Indian, Street Food",400.0
Kheer Kadamb - Bengali Sweets and Snacks,0,0,,0,Whitefield,"Sweet Shop, Quick Bites","Mithai, Street Food",300.0
Ghar Ka Aahar,0,0,,0,Bommanahalli,Delivery,North Indian,400.0
Big Mishra Pedha,0,0,,0,Rajajinagar,Sweet Shop,"Mithai, Street Food",250.0
Juice & Burger Cafeteria,0,0,,0,HSR,Quick Bites,"Fast Food, Beverages",300.0
Hari Super Sandwich,0,0,,0,Banashankari,"Takeaway, Delivery","Sandwich, Pizza, Beverages",200.0
Ambur Hotel,0,0,,0,Bannerghatta Road,Quick Bites,South Indian,250.0
Chination,0,0,,0,Frazer Town,Delivery,Chinese,600.0
Sethi's,1,0,,0,Basaveshwara Nagar,Delivery,"North Indian, Chinese",600.0
Raja Foodpath,0,0,,0,Bommanahalli,Quick Bites,"North Indian, South Indian, Chinese",200.0
Food Magic,0,0,,0,HSR,Quick Bites,"North Indian, Chinese",300.0
FNC Seafood,0,0,,0,Koramangala 5th Block,Quick Bites,"Seafood, Fast Food",400.0
Lakshmi Sweets,0,0,,0,Jayanagar,Sweet Shop,Mithai,250.0
Harbour 4,0,0,,0,Sarjapur Road,Quick Bites,"Chinese, Charcoal Chicken, North Indian",400.0
Rasoi,0,0,,0,Kaggadasapura,Quick Bites,North Indian,250.0
Natha & Lobo's,0,0,,0,Jayanagar,Casual Dining,"Chinese, North Indian",500.0
Baking Delite,0,0,,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550.0
Sambram,0,0,,0,JP Nagar,Casual Dining,"Biryani, North Indian",800.0
Delish Multi Cuisine Andhra Style Restaurant,0,0,,0,Sarjapur Road,Casual Dining,"Andhra, Chinese, South Indian, North Indian",600.0
Coffee Shopee,0,0,,0,Banashankari,"Takeaway, Delivery",Beverages,250.0
Aarush's Food Plaza,0,0,,0,Banashankari,Quick Bites,"North Indian, Street Food",200.0
SLV Hotel,0,0,,0,Bommanahalli,Quick Bites,"South Indian, Chinese",250.0
Tasty Yum,0,0,,0,Sarjapur Road,Quick Bites,"South Indian, Mughlai",300.0
Desi Curry,0,0,,0,HSR,Delivery,North Indian,450.0
Orchard Fresh,0,0,,0,Whitefield,Dessert Parlor,"Ice Cream, Desserts",400.0
Wood Stove,0,0,,0,Banashankari,"Takeaway, Delivery",South Indian,150.0
Kulfi & More,0,0,,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Juices",150.0
Raj Sweets,0,0,,0,Whitefield,Sweet Shop,"Mithai, Street Food",200.0
Maa ka Dabba,0,0,,0,Bommanahalli,Delivery,"North Indian, Fast Food",469.0
Kannadigas Karavali,0,0,,0,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",250.0
Yaarub Hotel,0,0,,0,Banashankari,Quick Bites,Biryani,250.0
Andhra Spice,0,0,,0,Sarjapur Road,Casual Dining,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",600.0
Just Bite@Late Night,1,0,,0,BTM,Delivery,"Sandwich, Fast Food, Burger, Rolls",300.0
Dosa Deep,0,0,,0,Bannerghatta Road,Quick Bites,South Indian,150.0
South Mouth,1,0,,0,Bannerghatta Road,Quick Bites,"North Indian, Fast Food",300.0
Kalakki Biryani,0,0,,0,Bannerghatta Road,Quick Bites,"Andhra, Biryani",300.0
The Ocean Kitchen,0,0,,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Seafood, South Indian",200.0
A-1 Chicken Biriyani & Kababs,0,0,,0,Bannerghatta Road,Quick Bites,Mughlai,200.0
Sri SLV Bhavan,0,0,,0,Bannerghatta Road,Quick Bites,South Indian,250.0
Sree Durga Darshini Veg,0,0,,0,Bannerghatta Road,Quick Bites,South Indian,200.0
Curries and Pickles,1,0,,0,Marathahalli,Quick Bites,"Andhra, North Indian, Biryani",250.0
Pumpkin Food Workshop,0,0,,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian, South Indian",350.0
Foody's Land,1,0,,0,Old Airport Road,Quick Bites,Fast Food,300.0
Lenny's Burgers,1,0,,0,Whitefield,"Takeaway, Delivery","Burger, Fast Food",500.0
Chillax Point,0,0,,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese",300.0
Annam Ilaiyil,0,0,,0,Bannerghatta Road,Quick Bites,South Indian,450.0
RR Taste Of Bangalore,0,0,,0,Majestic,Quick Bites,South Indian,200.0
RR Real Taste Of Bengaluru,0,0,,0,Majestic,Quick Bites,South Indian,200.0
Hunger Lust,1,0,,0,Wilson Garden,Quick Bites,"Fast Food, Chinese, North Indian",250.0
The Chai Stop,1,0,,0,Brookefield,Quick Bites,"Fast Food, Tea",200.0
Tasty Homely Food,1,0,,0,"ITPL Main Road, Whitefield","Takeaway, Delivery","North Indian, Chinese, Fast Food, Street Food, Mithai",350.0
The Healthy Bakes,0,0,,0,Marathahalli,Bakery,"Bakery, Desserts",500.0
New Ambur Hot Dum Biryani,0,0,,0,Bannerghatta Road,Quick Bites,Biryani,200.0
Northway Cuisine,0,0,,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350.0
Teja Special Kitchen,0,0,,0,Whitefield,Delivery,"North Indian, South Indian, Chinese",200.0
Chefie,1,0,,0,Whitefield,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200.0
Madeena Restaurant,0,0,,0,City Market,Quick Bites,North Indian,300.0
Mehendi,0,0,,0,Residency Road,Casual Dining,"North Indian, Chinese",700.0
Palahaaram,0,0,,0,Whitefield,Quick Bites,Street Food,500.0
Eat Eroo Bombay Vada Pav & Chats,0,0,,0,Marathahalli,Quick Bites,"Street Food, Fast Food",200.0
Rajanna Mane Oota,0,0,,0,"Varthur Main Road, Whitefield",Quick Bites,South Indian,200.0
Agnihotri Cuisines,1,0,,0,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, Fast Food",500.0
Chinese Kitchen,0,0,,0,JP Nagar,Quick Bites,Chinese,400.0
Bhama New2De,0,0,,0,Brookefield,"Takeaway, Delivery","North Indian, Chinese, Italian",200.0
D Fusion,0,0,,0,Bannerghatta Road,Quick Bites,"Fast Food, Chinese",400.0
Sri Cafe Hotel,0,0,,0,Shanti Nagar,Quick Bites,South Indian,150.0
Basmati's Briyani Nation,1,0,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery","South Indian, Biryani",350.0
Oregano Pasta & Pizza,1,0,,0,Whitefield,Quick Bites,Italian,300.0
Canopus Multicuisine Restaurant,1,0,,0,Marathahalli,Casual Dining,"North Indian, Seafood, Biryani, Chinese",800.0
Absolute Shawarma,1,0,,0,Brookefield,"Takeaway, Delivery",Lebanese,150.0
Risalo Restaurant,1,0,,0,Brookefield,Quick Bites,"North Indian, Chinese",400.0
Lenny's Burgers,1,0,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Burger, Fast Food",500.0
Happy Eats,1,0,,0,Whitefield,Delivery,"North Indian, Continental",300.0
Rivayat,1,0,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery","North Indian, Chinese",500.0
Al Madina Family Restaurant,0,0,,0,City Market,Quick Bites,"North Indian, South Indian, Arabian",500.0
Sri Devi Darshan,0,0,,0,Bannerghatta Road,Quick Bites,South Indian,200.0
Priyadharshini Hotel,0,0,,0,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Chinese",200.0
Ambur Biryani,1,0,,0,Koramangala 8th Block,Quick Bites,Biryani,200.0
Hotel Shyam Mangalam & Catering Service,0,0,,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Oriya",400.0
Chination,1,0,,0,Marathahalli,Delivery,Chinese,600.0
Chawla's 2 Online.com,1,0,,0,Marathahalli,Delivery,North Indian,800.0
Crepe Connection,1,0,,0,Marathahalli,Quick Bites,"Fast Food, Italian, Desserts",400.0
Bottle Genie,1,0,,0,Marathahalli,Beverage Shop,Beverages,350.0
Birthday Buddy,0,0,,0,JP Nagar,Fine Dining,"North Indian, South Indian, Chinese",1200.0
The Hyderabadi Cooks,1,0,,0,Brookefield,Quick Bites,"North Indian, Chinese",300.0
Swaadam Biryanis,1,0,,0,Marathahalli,Delivery,"Andhra, Biryani, North Indian, South Indian",300.0
Tasty Restaurant,0,0,,0,JP Nagar,Quick Bites,"Kerala, South Indian, Chinese",300.0
Sri Nanjundeshwara Canteen,0,0,,0,JP Nagar,Quick Bites,South Indian,150.0
Grill On Wheels,0,0,,0,JP Nagar,Quick Bites,"North Indian, Chinese, BBQ, Arabian, Fast Food",400.0
Padosi Apke Apne,0,0,,0,JP Nagar,Quick Bites,"South Indian, Chinese, North Indian",300.0
Udupi Cafe,0,0,,0,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",200.0
Nammuru Nati Hotel,0,0,,0,JP Nagar,Quick Bites,South Indian,300.0
Cafe Chaippu,0,0,,0,Sarjapur Road,Quick Bites,"Kerala, Coffee",150.0
Mom's Kitchen,1,0,,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, South Indian",250.0
Hotel Namadhari,0,0,,0,JP Nagar,Quick Bites,"South Indian, Chinese",150.0
Biriyani Expess,0,0,,0,JP Nagar,Quick Bites,Biryani,250.0
Suji's Kitchen,0,0,,0,JP Nagar,Quick Bites,"South Indian, North Indian",300.0
Coffee Cafe,0,0,,0,JP Nagar,Quick Bites,South Indian,100.0
Hotel Tanish Jolada Rotti Oota,0,0,,0,JP Nagar,Quick Bites,South Indian,180.0
FNP Cakes N More,0,0,,0,Wilson Garden,Delivery,Bakery,700.0
Santosh Juice Junction,0,0,,0,City Market,Beverage Shop,"Juices, Beverages",150.0
House Of Combos,1,0,,0,Marathahalli,Delivery,"North Indian, Fast Food, Burger, Momos",600.0
Oven Fresh,0,0,,0,Marathahalli,Bakery,"Bakery, Fast Food",600.0
On the Go Cafeteria,0,0,,0,Bellandur,Takeaway,"Fast Food, Cafe",200.0
Doddamma Devi Juice & Chats Centre,0,0,,0,Bannerghatta Road,Quick Bites,"Chinese, Street Food, Juices",200.0
Lime Twist,1,0,,0,Residency Road,Quick Bites,"Fast Food, Beverages",150.0
Kabab Corner,0,0,,0,Bannerghatta Road,Quick Bites,"Arabian, Chinese, Kerala",400.0
Bottle Genie,1,0,,0,"Varthur Main Road, Whitefield",Beverage Shop,Beverages,350.0
Paratha Mania,1,0,,0,"ITPL Main Road, Whitefield","Takeaway, Delivery","North Indian, Chinese",200.0
Sardar Tikka Singh,1,0,,0,Marathahalli,"Takeaway, Delivery",North Indian,500.0
New Grand Hotel,0,0,,0,City Market,Quick Bites,"North Indian, Biryani",200.0
Desi Qulfi,1,0,,0,Whitefield,Dessert Parlor,Ice Cream,150.0
Choice of Food,0,0,,0,Whitefield,Delivery,"Andhra, Biryani",200.0
Moon King Hotel,1,0,,0,KR Puram,"Takeaway, Delivery","Chinese, North Indian, South Indian",250.0
Thalassery Hotel,0,0,,0,Bannerghatta Road,Quick Bites,"Kerala, South Indian",300.0
Cocoa Bakes,0,0,,0,Brookefield,Bakery,"Bakery, Desserts",300.0
Davanagere Benne Dosa,0,0,,0,Jayanagar,Quick Bites,South Indian,150.0
Sai Food Court,0,0,,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian",250.0
SOGO - Shakes On The Go,1,0,,0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350.0
Dhanlaxmi Sweets & Chats,0,0,,0,Brookefield,Sweet Shop,Mithai,400.0
Tiffinmates,0,0,,0,Whitefield,"Takeaway, Delivery",North Indian,300.0
Cocoa Bakes,1,0,,0,Jayanagar,Bakery,"Bakery, Desserts",350.0
Karnataka Bhel House,0,0,,0,Banashankari,Quick Bites,Street Food,150.0
Potful,1,0,,0,Whitefield,Delivery,"Biryani, Kebab, Rolls, Mughlai",650.0
Arzak,0,0,,0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0
PK Dhaba,1,0,,0,Marathahalli,Dhaba,"North Indian, Fast Food, Beverages",250.0
Shakes365,0,0,,0,Whitefield,Beverage Shop,Beverages,300.0
Mr. Cane,1,0,,0,Marathahalli,Food Court,Juices,100.0
Bakers 77,0,0,,0,MG Road,"Bakery, Quick Bites","Bakery, Fast Food",400.0
New Royal Treat,1,0,,0,Marathahalli,Quick Bites,"North Indian, Chinese",350.0
Jagannath Delicacy,0,0,,0,Brookefield,Casual Dining,"North Indian, Chinese",500.0
Nirvana Foods,1,0,,0,Whitefield,Quick Bites,"South Indian, Chinese",300.0
Sri Venkateshwara Vishnu Bhavan,0,0,,0,Shanti Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0
Spicyzone Restaurant,0,0,,0,Bommanahalli,Casual Dining,"North Indian, Chinese, Mughlai, Biryani",400.0
Royal Biryani Center,0,0,,0,Jayanagar,Quick Bites,"Biryani, Fast Food",200.0
Lord of Combos,0,0,,0,Whitefield,Delivery,North Indian,500.0
Chawla's 2 online.com,0,0,,0,Marathahalli,Delivery,"North Indian, Chinese",900.0
Chandu Andhra Mess,0,0,,0,Whitefield,Mess,"South Indian, North Indian, Andhra",500.0
Mumbai Kulfi,1,0,,0,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",200.0
Ghar Ki Rasoi,1,0,,0,Koramangala 8th Block,Delivery,"North Indian, South Indian",300.0
Eat And Be Fit,1,0,,0,Whitefield,Quick Bites,"Biryani, Rolls, North Indian",250.0
Caramel Shake,1,0,,0,BTM,Beverage Shop,"Beverages, Juices, Ice Cream",200.0
